self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
No,682240,2244240,15,719,1294802,Approved
No,817721,1637090,20,760,658593,Approved
No,785465,2368120,20,714,1388833,Approved
No,632754,1927620,15,792,256954,Rejected
No,609281,1554650,10,712,1595610,Approved
Yes,956153,830050,15,712,932322,Approved
No,541732,2467010,20,753,957596,Rejected
Yes,764324,1566470,15,802,878983,Approved
No,814475,1524170,15,810,447245,Approved
Yes,623547,785930,10,723,536330,Approved
No,624552,1336250,10,727,814217,Approved
No,578352,2307160,10,679,710807,Rejected
Yes,748551,2461530,15,678,903481,Rejected
Yes,879823,1903350,10,810,1606076,Approved
No,891441,1240530,10,770,377788,Approved
Yes,742076,1317230,20,769,698250,Approved
Yes,750472,2187770,10,773,1172857,Approved
No,853223,2369010,15,800,1123810,Approved
No,773837,2041580,10,714,844426,Approved
No,808627,1146080,10,691,441289,Rejected
No,605067,1352940,15,633,1028482,Rejected
Yes,1028327,2564480,20,750,832807,Approved
No,810527,1429270,10,767,1197666,Approved
No,637125,1911280,10,737,1153473,Approved
Yes,810193,2278460,20,678,1067598,Rejected
No,706138,1929080,20,807,1356598,Approved
No,787618,1795880,15,721,1158689,Approved
No,974832,2000840,10,693,1173880,Rejected
No,781759,1704450,10,723,678238,Approved
No,409423,2902480,15,788,1432203,Rejected
No,718954,1899760,20,732,1091510,Approved
Yes,579356,3736080,10,699,1162147,Rejected
No,570123,2447850,15,704,1235743,Rejected
No,654088,1595110,15,820,857071,Approved
Yes,839549,2611430,10,719,828287,Approved
No,656241,1949780,10,688,1541619,Rejected
No,944009,2192600,15,748,1539416,Approved
No,555956,1590420,15,669,442233,Rejected
Yes,565610,2046930,10,727,1040452,Rejected
No,780811,1551930,10,708,1034445,Approved
Yes,761758,2386900,20,809,1018724,Approved
Yes,888257,1526600,10,710,704952,Approved
No,725812,2031460,20,606,1505245,Rejected
Yes,1011443,1352100,15,732,541181,Approved
No,782197,2650720,15,818,1243476,Rejected
No,624841,1929370,15,713,653636,Approved
Yes,763975,2482700,10,741,1156220,Approved
No,603584,2822200,20,671,655433,Rejected
No,816697,767560,10,738,819855,Approved
No,758806,2033660,10,780,319034,Rejected
No,563791,3585380,10,771,618760,Rejected
No,868246,2339860,10,702,1125146,Approved
No,737730,1641540,10,770,560367,Approved
No,1118999,2185200,15,758,1180394,Approved
No,555273,613690,15,765,1039071,Approved
No,729407,1074800,10,761,857884,Approved
No,834435,1549410,20,710,1307012,Approved
No,637511,3721660,10,739,874299,Rejected
Yes,958377,2341240,10,737,669131,Approved
Yes,698276,1875620,15,666,1727300,Rejected
No,822256,1922470,20,704,1103621,Approved
No,989091,1514880,10,787,1160491,Approved
No,576541,2235070,10,703,1567198,Rejected
No,390658,2649970,15,715,1172688,Rejected
No,671532,2026610,15,629,555758,Rejected
Yes,565288,1968480,15,738,369715,Rejected
No,742305,2024260,20,787,882976,Approved
Yes,517176,2737510,15,803,1361813,Rejected
No,545372,1477440,10,788,1036806,Approved
No,931937,1366380,10,766,727001,Approved
Yes,686685,1840700,20,788,1542538,Approved
No,745255,1287770,15,755,1099799,Approved
No,760233,2505560,10,667,585771,Rejected
Yes,703737,1599180,10,739,1396161,Approved
No,794605,1024260,15,712,1068140,Approved
Yes,384392,3426660,10,701,970365,Rejected
Yes,802662,991630,20,734,1037747,Approved
No,984921,1742230,15,811,1095821,Approved
No,817274,3629450,15,737,611905,Rejected
Yes,714110,1079260,15,669,1104801,Rejected
No,784362,1811750,15,767,475364,Approved
Yes,575850,2281470,20,725,1464374,Rejected
No,933553,1951790,10,714,1098602,Approved
No,241655,3199890,20,583,1127245,Rejected
No,815162,2770450,15,667,601669,Rejected
Yes,786133,1280390,20,741,561448,Approved
Yes,769705,1749310,20,648,1662774,Rejected
No,767758,1823970,15,714,1727385,Approved
No,545403,1588600,10,744,1039045,Approved
No,678218,2752780,20,710,696461,Rejected
No,708116,971340,15,798,1492956,Approved
Yes,958971,2378370,10,762,1162690,Approved
No,986835,2615630,10,738,1106330,Approved
No,437279,1733650,15,744,756794,Rejected
No,910043,2388880,10,665,1064236,Rejected
Yes,887763,1121540,20,693,1051700,Rejected
Yes,617842,1734260,10,750,1335054,Approved
No,653304,1798960,15,706,1131735,Approved
No,985409,2068870,10,597,1216422,Rejected
No,634716,1941350,10,716,873758,Approved
Yes,928425,2798640,10,669,871376,Rejected
Yes,636086,1789060,20,695,1064810,Rejected
No,471312,2210150,15,673,970907,Rejected
Yes,465810,1743170,20,768,865481,Rejected
No,894807,3215760,10,715,1233565,Rejected
No,792509,1904780,20,798,145148,Rejected
No,793575,1623270,15,703,863508,Approved
No,655391,920760,20,670,1092438,Rejected
Yes,804455,1226070,10,603,485774,Rejected
No,657006,1862600,20,768,1372874,Approved
No,1074211,3810,10,617,1001786,Rejected
No,557470,2011200,20,757,1208363,Rejected
Yes,866009,2295600,15,796,1122476,Approved
No,904370,1322210,20,668,682319,Rejected
No,495266,2564820,10,692,532432,Rejected
Yes,716070,1275440,10,724,1431188,Approved
No,707025,2487710,15,683,1235078,Rejected
Yes,1112194,2634430,15,736,1605626,Approved
No,657371,2282300,15,739,1281832,Rejected
No,902387,976600,15,641,1148698,Rejected
No,1123236,1689010,15,648,1167395,Rejected
Yes,577861,886720,15,719,695257,Approved
Yes,617269,1418400,10,780,108019,Rejected
Yes,682784,3701220,15,655,1444834,Rejected
Yes,450639,1636340,15,760,1581124,Rejected
No,890773,1583400,10,728,603072,Approved
No,635843,691990,10,720,1458762,Approved
No,321275,1536470,10,667,617365,Rejected
No,285359,1623430,10,664,916301,Rejected
Yes,627540,451150,15,744,499537,Approved
No,748464,1599460,15,743,1438350,Approved
No,1016274,1715000,20,682,1257713,Rejected
No,853020,2005700,10,724,1197111,Approved
No,579344,2570630,10,725,855509,Rejected
Yes,705266,929940,15,694,728488,Rejected
No,975793,2768690,15,762,806112,Approved
Yes,376813,1688660,15,805,574919,Rejected
No,943024,743830,20,753,1723646,Approved
No,1009420,2216090,15,682,1534168,Rejected
No,808165,1046420,15,708,1114291,Approved
Yes,742848,1851680,15,765,779567,Approved
No,758471,225420,10,794,963456,Approved
No,836184,2833650,20,758,984631,Rejected
No,395104,2461180,20,792,964147,Rejected
No,498753,1859700,15,731,1318806,Rejected
No,1061719,2880600,15,686,712788,Rejected
No,391076,3888090,15,707,1096437,Rejected
Yes,636495,2944930,15,620,1398898,Rejected
No,1128295,2262070,10,710,1290869,Approved
No,651218,2367280,15,666,838928,Rejected
Yes,1006420,929720,15,793,1124620,Approved
No,626993,3010720,15,722,933109,Rejected
No,832094,2121420,15,722,1434889,Approved
No,1073110,3052670,10,806,533492,Rejected
No,857087,2240510,15,775,1311846,Approved
No,785049,1379930,15,691,559916,Rejected
No,600334,1594140,10,742,1099716,Approved
No,685183,2849130,10,688,1162185,Rejected
Yes,837705,2253470,10,729,1158759,Approved
Yes,999699,1467130,20,648,1788818,Rejected
Yes,887245,1664310,10,659,1108403,Rejected
No,748062,1574740,20,775,1101994,Approved
No,569256,2723460,10,723,1039013,Rejected
Yes,875367,2382320,10,724,999669,Approved
No,1077005,1533930,10,662,425583,Rejected
No,1019773,2333440,15,708,1162858,Approved
No,727786,2206440,10,694,1201625,Rejected
No,706386,2623450,10,748,241470,Rejected
No,944800,2069670,15,690,1297995,Rejected
No,793743,3889040,10,805,1688955,Rejected
No,633176,2116250,20,722,1893480,Rejected
Yes,902039,2424180,15,677,1120836,Rejected
Yes,197466,2937430,15,720,1761950,Rejected
No,940501,1907500,15,772,742901,Approved
Yes,652889,2227580,15,654,609218,Rejected
No,623025,1170940,10,751,559298,Approved
No,603982,1605690,20,739,1099605,Approved
No,501795,1708790,20,809,675198,Rejected
No,844806,927670,10,733,794596,Approved
No,805716,1054880,20,749,1161907,Approved
No,1041921,1923820,20,702,1122972,Approved
Yes,642153,2286100,20,772,1285729,Rejected
No,1149191,506020,15,769,1243950,Approved
Yes,723826,1595490,20,778,749310,Approved
No,676856,2029470,15,656,786214,Rejected
Yes,788749,2345270,15,684,1022286,Rejected
Yes,1093101,1489520,10,741,1358965,Approved
No,610797,2878750,15,635,757798,Rejected
No,1073801,3081510,15,739,847665,Approved
No,703211,2569740,20,718,691913,Rejected
Yes,612331,3262540,20,750,651577,Rejected
Yes,570958,1639090,15,736,-90222,Rejected
No,930052,2165890,10,687,790382,Rejected
Yes,879989,1684140,15,722,1247604,Approved
Yes,531008,1203940,10,671,1047136,Rejected
No,1211399,907220,15,722,1849077,Approved
No,636455,2334580,10,701,1169798,Rejected
No,728635,1535160,10,680,809078,Rejected
No,775177,2474890,20,708,1361931,Approved
Yes,670491,1557140,20,625,1529592,Rejected
No,792022,1459240,10,765,1004904,Approved
No,943809,2281590,15,768,806885,Approved
No,942161,1821280,10,776,368371,Approved
Yes,908601,1733470,10,633,858125,Rejected
No,774850,1631920,20,725,624800,Approved
Yes,738732,2576450,10,757,226648,Rejected
Yes,957186,2675310,20,679,285996,Rejected
No,481291,1821200,20,718,1408370,Rejected
No,765249,1743230,10,742,915596,Approved
No,765957,1983250,15,721,500542,Approved
Yes,851877,2698900,15,737,966092,Approved
No,1157182,2265380,10,733,805231,Approved
No,829423,1818020,15,704,338136,Rejected
No,949676,1270200,20,733,923553,Approved
No,812385,1623740,10,668,785710,Rejected
Yes,579182,1596540,20,654,954240,Rejected
Yes,840388,1426970,10,740,1407495,Approved
No,944524,1587230,10,633,1131605,Rejected
No,850296,2265620,10,806,887371,Approved
No,551484,2111070,20,721,1211795,Rejected
Yes,914180,1726360,20,688,928462,Rejected
No,459970,1687360,15,766,1363758,Rejected
No,976668,2811830,10,782,1059498,Approved
No,854778,1599450,10,662,376994,Rejected
Yes,544846,3149970,15,702,468145,Rejected
Yes,840061,1512700,20,697,985011,Rejected
Yes,1015962,1943420,15,672,595692,Rejected
Yes,1323835,2405130,20,583,986571,Rejected
No,560877,2710960,15,692,978148,Rejected
No,450913,3053430,10,716,549068,Rejected
Yes,753616,1351340,15,739,1134655,Approved
No,751001,1630200,10,734,923108,Approved
No,711152,1970500,20,826,796816,Approved
Yes,741992,3173110,10,740,1000618,Rejected
No,673787,3212310,10,647,1014673,Rejected
No,665171,1427620,10,742,1042443,Approved
Yes,647167,794860,15,757,1954345,Approved
No,651954,2456260,20,739,659389,Rejected
No,549876,1693790,10,631,996273,Rejected
Yes,401859,2719160,10,724,814342,Rejected
No,765581,1509920,10,712,1140540,Approved
No,451605,1986770,15,687,1076716,Rejected
No,590105,2384560,10,651,697270,Rejected
No,999182,927130,15,707,1149541,Approved
Yes,607611,2042660,20,830,930655,Rejected
No,659407,1727890,10,772,678891,Approved
Yes,541280,2609950,15,764,371807,Rejected
No,379163,649760,10,663,565441,Rejected
No,960136,990970,10,670,357481,Rejected
No,499672,1337720,15,800,1499678,Approved
No,626335,3287730,15,734,997617,Rejected
No,611866,2428850,10,629,306373,Rejected
Yes,763471,933550,10,684,521928,Rejected
Yes,680542,2049910,20,776,1313415,Approved
No,656956,874250,15,628,281412,Rejected
No,854372,2285470,15,682,577316,Rejected
No,874234,2447960,20,704,591263,Approved
No,919570,2190760,10,735,963652,Approved
No,845479,3212030,15,700,479776,Rejected
No,540969,2922160,15,661,756959,Rejected
Yes,936747,2688880,10,782,1028609,Approved
No,792237,2705150,10,701,551545,Rejected
No,872579,2014020,10,615,1118060,Rejected
No,503693,1655170,15,746,1439933,Approved
No,698098,2643890,15,715,1369961,Rejected
No,572953,2971820,10,680,654311,Rejected
No,770050,1607340,15,833,727905,Approved
Yes,515015,2398720,10,666,529419,Rejected
No,576295,2198200,15,646,1327240,Rejected
Yes,491773,3818290,15,709,1190412,Rejected
No,613020,2808770,15,776,2516451,Rejected
Yes,738563,1469690,10,654,702597,Rejected
No,691332,1448150,10,743,1270131,Approved
No,507433,1578570,10,696,866266,Rejected
No,945432,1754990,15,847,713428,Approved
Yes,1013996,1614160,10,793,1026856,Approved
No,722483,2222620,15,635,1294576,Rejected
No,628731,1886370,10,650,1941932,Rejected
No,736877,2340360,15,840,1215437,Approved
Yes,620629,1679480,10,733,1646391,Approved
No,1012680,2090110,15,716,263776,Rejected
No,1134686,2316960,15,676,838611,Rejected
No,709851,1768030,10,680,1663441,Rejected
No,241170,1686180,10,718,204353,Rejected
No,386567,1176100,15,611,452595,Rejected
No,583913,3054520,10,781,966296,Rejected
No,1228932,2436140,15,712,652850,Approved
Yes,982993,2515990,10,704,1506897,Approved
No,646211,1451460,15,697,1399784,Rejected
No,1085924,1741130,10,803,609482,Approved
No,958184,1108720,20,766,1470125,Approved
No,826064,1475860,10,760,666982,Approved
No,1133951,1934300,10,762,985181,Approved
No,872302,1915160,15,669,1079877,Rejected
No,1080579,1213960,15,656,696301,Rejected
No,933741,812540,10,696,599148,Rejected
No,554167,497730,15,712,1513681,Approved
No,409563,973750,20,640,1211111,Rejected
No,814732,1236280,10,756,666037,Approved
No,565006,3096110,20,694,1009981,Rejected
No,988304,1035280,10,654,1119791,Rejected
No,923843,2271840,10,725,867670,Approved
No,822024,1000540,10,696,1409767,Rejected
No,502413,1715700,10,770,703371,Rejected
No,546049,3417720,15,700,1535063,Rejected
No,1011064,1128540,20,751,891597,Approved
No,623713,2234010,15,620,1432740,Rejected
No,498174,3001300,15,681,676281,Rejected
No,879455,1302250,15,688,638038,Rejected
Yes,707047,3102230,10,726,879841,Rejected
No,829207,2830500,20,605,574644,Rejected
No,1014406,1505530,10,698,1667564,Rejected
No,264815,2017310,15,715,1191305,Rejected
Yes,610536,727600,20,739,337797,Approved
Yes,443978,2460880,20,752,1535242,Rejected
Yes,1415549,1314020,15,758,1244795,Approved
No,702579,1127920,10,717,1158532,Approved
No,662602,2121890,15,646,1206720,Rejected
No,670584,2023110,15,731,986038,Approved
Yes,966173,1588770,10,727,1403620,Approved
No,867657,3363160,10,769,1061343,Rejected
No,809704,1874480,10,738,1230815,Approved
No,1008818,2149870,10,760,1438395,Approved
No,737133,2760200,15,729,1146389,Rejected
No,1091820,1304620,15,753,1239547,Approved
Yes,899046,3012280,15,761,492800,Rejected
Yes,498476,3147570,10,794,633717,Rejected
No,805472,1349510,10,723,608587,Approved
Yes,714237,1769140,10,666,1055479,Rejected
Yes,641431,2555310,20,702,874036,Rejected
No,733337,2568800,10,757,1418429,Rejected
No,718719,1240370,20,747,1331952,Approved
No,589367,1046830,10,667,1099960,Rejected
Yes,827427,2669420,15,642,1257810,Rejected
Yes,856377,2430480,10,763,753557,Approved
Yes,559556,1316470,15,721,1176021,Approved
Yes,795389,1849930,10,750,1213520,Approved
Yes,705720,2225360,10,700,1099241,Approved
Yes,899050,1635260,15,772,1269885,Approved
Yes,672454,1735300,20,808,314038,Rejected
No,751027,1459790,15,668,483731,Rejected
No,1013794,1521020,20,819,864561,Approved
No,738593,2053140,10,680,825377,Rejected
No,712391,1456660,10,811,790203,Approved
No,562070,1881960,15,651,949275,Rejected
No,885696,1762770,20,735,1520132,Approved
No,587533,2378440,20,732,1611957,Rejected
Yes,1214722,1489190,15,725,676178,Approved
No,655256,1477890,20,756,1247433,Approved
No,866183,1372170,10,695,1056308,Rejected
No,819648,1625610,10,694,1071128,Rejected
Yes,653033,1686470,10,782,1327234,Approved
Yes,681569,2773960,10,684,1078276,Rejected
Yes,618251,3035250,10,709,1621880,Rejected
Yes,920387,2538940,15,730,1227696,Approved
Yes,989602,2531340,10,811,790322,Approved
Yes,956534,1774770,10,786,1056450,Approved
Yes,729130,1364580,20,681,1434674,Rejected
Yes,625772,1561240,15,706,1409267,Approved
No,506002,572780,15,675,1591066,Rejected
Yes,847144,3308090,15,807,1211935,Rejected
Yes,1018702,1553030,15,727,514713,Approved
No,351106,2594990,10,734,105748,Rejected
No,906260,1801840,20,619,1456964,Rejected
Yes,991242,1913140,20,734,843376,Approved
Yes,595456,3851250,15,783,1263419,Rejected
No,377807,538660,10,748,809815,Approved
No,1111747,1942730,10,707,1109960,Approved
No,610219,2527400,10,699,881926,Rejected
No,862599,1629990,15,687,547383,Rejected
No,967840,711270,15,700,1649194,Approved
No,661644,1913020,20,780,832604,Approved
Yes,859992,1057860,20,632,755466,Rejected
No,548436,2813340,15,768,499476,Rejected
No,810839,2347540,10,753,1449806,Approved
No,463784,496530,10,682,1394102,Rejected
No,864560,2217820,10,799,1128314,Approved
No,937877,2116470,20,748,1229139,Approved
Yes,720776,2685380,20,683,643339,Rejected
No,741871,1200340,15,707,1367287,Approved
Yes,563002,2705480,10,761,120202,Rejected
No,342928,2101770,15,727,652770,Rejected
No,955224,2409170,10,681,136736,Rejected
No,869287,2772520,15,684,1120652,Rejected
No,656638,1320070,20,735,1240701,Approved
Yes,962278,1920040,20,789,508652,Approved
Yes,890857,2735320,10,682,880617,Rejected
Yes,923870,628330,15,727,1343369,Approved
No,836335,1172080,15,732,671568,Approved
Yes,1120788,1183440,10,765,778930,Approved
No,717039,1938230,10,750,1300388,Approved
No,743136,1884140,20,725,1283057,Approved
Yes,735417,1914370,10,748,1267283,Approved
Yes,994399,1428600,10,772,1517701,Approved
No,905069,2427940,10,678,1166911,Rejected
No,838294,1773340,15,723,948404,Approved
No,582374,2838060,10,774,606569,Rejected
No,908714,2489390,20,723,779099,Approved
No,767017,2733520,10,657,657474,Rejected
No,774688,1586900,10,761,577396,Approved
No,915223,2269830,10,741,1234055,Approved
Yes,429589,1756880,15,714,1143603,Rejected
No,737521,2466510,15,736,1083110,Rejected
No,344557,2031840,15,672,980295,Rejected
Yes,627160,952350,10,765,341144,Approved
No,789344,1647410,10,661,1507736,Rejected
No,691283,1634680,20,747,666071,Approved
No,756731,2034860,15,790,1397491,Approved
Yes,991390,2098530,20,754,905647,Approved
No,835427,1920660,10,763,1085695,Approved
Yes,354799,2060740,10,741,677644,Rejected
Yes,700202,3431550,15,697,1160036,Rejected
No,764651,833500,10,697,451841,Rejected
Yes,348940,1220450,15,717,1136471,Rejected
No,1037924,-22030,15,681,1229755,Rejected
No,611328,1383620,15,737,598596,Approved
Yes,500404,2783700,10,713,936885,Rejected
No,843583,2341220,20,635,680656,Rejected
No,1234838,1286380,10,759,666446,Approved
No,638507,1483710,10,765,793336,Approved
No,741438,1850440,15,718,621489,Approved
Yes,637992,1851210,15,749,1215270,Approved
No,459103,2061530,20,763,1112304,Rejected
No,797143,2593450,15,714,935360,Approved
Yes,949140,2209290,20,764,696946,Approved
Yes,494008,2017270,10,722,89711,Rejected
Yes,866413,2771070,10,746,947952,Approved
No,1284858,2092830,10,836,1927151,Approved
No,516445,2674960,15,722,1091150,Rejected
Yes,715084,1458440,20,689,1333229,Rejected
No,531786,2710360,10,694,1088844,Rejected
Yes,609319,2229920,10,751,1207072,Rejected
No,591417,2038820,15,666,1358879,Rejected
No,852286,3135480,15,803,982473,Rejected
